_vname_,_label_,_x_,_yhat_,_ids_
Manifestacja_Wzrok,Random Forest,1.34,0.13875,0
Manifestacja_Wzrok,Random Forest,1.35,0.13875,0
Manifestacja_Wzrok,Random Forest,1.3599999999999999,0.13875,0
Manifestacja_Wzrok,Random Forest,1.37,0.13875,0
Manifestacja_Wzrok,Random Forest,1.38,0.13875,0
Manifestacja_Wzrok,Random Forest,1.3900000000000001,0.13875,0
Manifestacja_Wzrok,Random Forest,1.4,0.13875,0
Manifestacja_Wzrok,Random Forest,1.4100000000000001,0.13875,0
Manifestacja_Wzrok,Random Forest,1.42,0.13875,0
Manifestacja_Wzrok,Random Forest,1.43,0.13875,0
Manifestacja_Wzrok,Random Forest,1.44,0.13875,0
Manifestacja_Wzrok,Random Forest,1.45,0.13875,0
Manifestacja_Wzrok,Random Forest,1.46,0.13875,0
Manifestacja_Wzrok,Random Forest,1.47,0.13875,0
Manifestacja_Wzrok,Random Forest,1.48,0.13875,0
Manifestacja_Wzrok,Random Forest,1.49,0.13875,0
Manifestacja_Wzrok,Random Forest,1.5,0.13875,0
Manifestacja_Wzrok,Random Forest,1.51,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.52,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.53,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.54,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.55,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.56,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.57,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.58,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.5899999999999999,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.6,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.6099999999999999,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.62,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.63,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.6400000000000001,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.65,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.6600000000000001,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.67,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.6800000000000002,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.69,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.7000000000000002,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.71,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.72,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.73,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.74,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.75,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.76,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.77,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.78,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.79,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.8,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.81,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.82,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.83,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.8399999999999999,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.85,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.8599999999999999,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.87,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.88,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.8900000000000001,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.9,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.9100000000000001,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.92,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.9300000000000002,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.94,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.9500000000000002,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.96,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.97,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.98,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,1.99,0.13958333333333334,0
Manifestacja_Wzrok,Random Forest,2.0,0.13958333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.0,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.01,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.02,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.03,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.04,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.05,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.06,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.07,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.08,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.09,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.1,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.11,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.12,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.13,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.1400000000000001,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.15,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.16,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.17,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.18,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.19,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.2,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.21,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.22,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.23,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.24,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.25,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.26,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.27,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.28,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.29,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.3,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.31,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.32,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.33,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.34,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.35,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.3599999999999999,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.37,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.38,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.3900000000000001,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.4,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.4100000000000001,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.42,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.43,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.44,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.45,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.46,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.47,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.48,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.49,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.5,0.12333333333333334,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.51,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.52,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.53,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.54,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.55,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.56,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.57,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.58,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.5899999999999999,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.6,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.6099999999999999,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.62,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.63,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.6400000000000001,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.65,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.6600000000000001,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.67,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.6800000000000002,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.69,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.7000000000000002,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.71,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.72,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.73,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.74,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.75,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.76,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.77,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.78,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.79,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.8,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.81,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.82,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.83,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.8399999999999999,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.85,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.8599999999999999,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.87,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.88,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.8900000000000001,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.9,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.9100000000000001,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.92,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.9300000000000002,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.94,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.9500000000000002,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.96,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.97,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.98,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,1.99,0.16416666666666668,0
Manifestacja_Nos/Ucho/Gardlo,Random Forest,2.0,0.16416666666666668,0
Manifestacja_Oddechowy,Random Forest,1.0,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.01,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.02,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.03,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.04,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.05,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.06,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.07,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.08,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.09,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.1,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.11,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.12,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.13,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.1400000000000001,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.15,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.16,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.17,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.18,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.19,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.2,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.21,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.22,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.23,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.24,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.25,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.26,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.27,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.28,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.29,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.3,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.31,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.32,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.33,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.34,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.35,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.3599999999999999,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.37,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.38,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.3900000000000001,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.4,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.4100000000000001,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.42,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.43,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.44,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.45,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.46,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.47,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.48,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.49,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.5,0.14125000000000001,0
Manifestacja_Oddechowy,Random Forest,1.51,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.52,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.53,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.54,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.55,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.56,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.57,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.58,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.5899999999999999,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.6,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.6099999999999999,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.62,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.63,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.6400000000000001,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.65,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.6600000000000001,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.67,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.6800000000000002,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.69,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.7000000000000002,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.71,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.72,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.73,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.74,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.75,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.76,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.77,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.78,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.79,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.8,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.81,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.82,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.83,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.8399999999999999,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.85,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.8599999999999999,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.87,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.88,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.8900000000000001,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.9,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.9100000000000001,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.92,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.9300000000000002,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.94,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.9500000000000002,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.96,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.97,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.98,0.1375,0
Manifestacja_Oddechowy,Random Forest,1.99,0.1375,0
Manifestacja_Oddechowy,Random Forest,2.0,0.1375,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.0,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.01,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.02,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.03,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.04,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.05,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.06,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.07,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.08,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.09,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.1,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.11,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.12,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.13,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.1400000000000001,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.15,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.16,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.17,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.18,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.19,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.2,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.21,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.22,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.23,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.24,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.25,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.26,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.27,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.28,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.29,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.3,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.31,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.32,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.33,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.34,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.35,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.3599999999999999,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.37,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.38,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.3900000000000001,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.4,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.4100000000000001,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.42,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.43,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.44,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.45,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.46,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.47,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.48,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.49,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.5,0.15625,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.51,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.52,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.53,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.54,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.55,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.56,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.57,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.58,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.5899999999999999,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.6,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.6099999999999999,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.62,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.63,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.6400000000000001,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.65,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.6600000000000001,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.67,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.6800000000000002,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.69,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.7000000000000002,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.71,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.72,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.73,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.74,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.75,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.76,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.77,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.78,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.79,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.8,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.81,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.82,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.83,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.8399999999999999,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.85,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.8599999999999999,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.87,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.88,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.8900000000000001,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.9,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.9100000000000001,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.92,0.1391666666666667,0
Manifestacja_Sercowo-Naczyniowy,Random Forest,1.9300000000000002,0.1391666666666667,0
